Ref ID,Operator (or Applicant),Site Name,Technology Type,Installed Capacity (MWelec),Development Status,Development Status (short),County,Region,Country,Post Code,X-coordinate,Y-coordinate,Planning Authority,Under Construction,Operational,Solar Site Area (sqm),development_status_clean,distance_to_boundary_m,within_5km_boundary_proxy,within_10km_boundary_proxy,proximity_score,capacity_score,preliminary_exposure_score,screening_category
1902,Good Energy Generation,Woolbridge Solar Park,Solar Photovoltaics,5.0,Operational,Operational,Dorset,South West,England,BH20 6HH,384311,87689,Dorset,15/04/2014,18/06/2014,402000.0,operational,29481.85557018829,False,False,0,1,1,Low
1903,Foresight,Tengore Lane ,Solar Photovoltaics,3.6,Operational,Operational,Somerset,South West,England,TA10 9JL,344570,127344,Somerset,01/11/2014,12/02/2015,217000.0,operational,75571.39421415472,False,False,0,1,1,Low
1904,INRG Solar,Manor Farm (Dorset),Solar Photovoltaics,5.0,Operational,Operational,Dorset,South West,England,,377815,128359,Dorset,30/11/2013,09/06/2014,,operational,70658.82363511044,False,False,0,1,1,Low
1905,Hadlow Solar Park,Hadlow Place solar farm,Solar Photovoltaics,14.3,Operational,Operational,Kent,South East,England,,563692,145682,Tunbridge Wells,01/12/2014,27/03/2015,103000.0,operational,41336.52984265549,False,False,0,2,2,Medium
1906,Push Energy,Bassingbourn Solar Farm,Solar Photovoltaics,14.4,Operational,Operational,Cambridgeshire,Eastern,England,,534281,243106,South Cambridgeshire,01/10/2014,31/03/2015,,operational,135696.27480769076,False,False,0,2,2,Medium
1907,West Solent Solar Cooperative,Lower Pennington Farm,Solar Photovoltaics,2.7,Operational,Operational,Hampshire,South East,England,SO41 8AL,431648,93476,New Forest,,27/06/2014,153200.0,operational,26759.49782458877,False,False,0,0,0,Low
1908,Ikaros Solar Limited,Goose Willow Farm - extension,Solar Photovoltaics,7.0,Operational,Operational,Oxfordshire,South East,England,OX13 6AP,445170,192892,Vale of White Horse,01/01/2014,01/03/2014,166000.0,operational,122186.8439079115,False,False,0,1,1,Low
1909,Lightsource Renewable Energy,Avenue Farm,Solar Photovoltaics,7.3,Operational,Operational,Norfolk,Eastern,England,,629728,302939,South Norfolk,03/12/2014,20/03/2015,304000.0,operational,43217.284616260804,False,False,0,1,1,Low
1910,NESF (formerly Lark Energy),Sywell Road,Solar Photovoltaics,5.0,Operational,Operational,Northamptonshire,East Midlands,England,,483454,267948,North Northamptonshire,18/12/2015,23/03/2017,,operational,186044.3318474434,False,False,0,1,1,Low
1912,Push Energy,Gosfield Airfield,Solar Photovoltaics,12.6,Operational,Operational,Essex,Eastern,England,CO9 3,577359,231733,Braintree,01/10/2014,01/02/2015,369000.0,operational,92041.73791244668,False,False,0,2,2,Medium
1913,Vortex (formerly Sun Edison),Exning,Solar Photovoltaics,29.9,Operational,Operational,Cambridgeshire,Eastern,England,,560421,263930,East Cambridgeshire,01/11/2014,27/03/2015,817000.0,operational,119823.78151421071,False,False,0,2,2,Medium
1914,Solar Power South,Grange Farm (Avon),Solar Photovoltaics,21.0,Operational,Operational,Avon,South West,England,BS36 1RR,363842,182442,South Gloucestershire,01/09/2014,11/12/2014,185200.0,operational,126364.55429331656,False,False,0,2,2,Medium
1915,J.M. Stratton & Co.,Land at East Farm - extension,Solar Photovoltaics,6.0,Operational,Operational,Wiltshire,South West,England,BA12 0PJ,399330,141762,Wiltshire,01/05/2016,01/03/2016,,operational,80022.58878811743,False,False,0,1,1,Low
1918,Wessex Solar Energy,Laughton Level,Solar Photovoltaics,7.0,Operational,Operational,East Sussex,South East,England,BN8 6BB,549288,109798,Wealden,01/12/2014,26/03/2015,157100.0,operational,14884.760927715779,False,False,0,1,1,Low
1919,Push Energy/ NextEnergy Solar Fund (NESF),Croydon / Church Farm (Royston),Solar Photovoltaics,16.5,Operational,Operational,Cambridgeshire,Eastern,England,SG8 0DL,531544,249533,South Cambridgeshire,20/01/2015,20/03/2015,,operational,140999.2909323974,False,False,0,2,2,Medium
1920,Foresight Solar,Hadley Farm (Orta Membury Solar Farm),Solar Photovoltaics,17.0,Operational,Operational,Berkshire,South East,England,RG17 7TR,430374,175829,West Berkshire,01/12/2014,26/03/2015,,operational,108026.67740670255,False,False,0,2,2,Medium
1923,RB & T Barton Ltd,Manor Farm (Wiltshire) ,Solar Photovoltaics,6.3,Operational,Operational,Wiltshire,South West,England,SN13 8JB,384872,167858,Wiltshire,01/03/2015,01/08/2015,96100.0,operational,108273.55176230741,False,False,0,1,1,Low
1924,Martifer Solar (Voltalia),Tonge Corner Farm,Solar Photovoltaics,22.0,Operational,Operational,Kent,South East,England,ME9 9BB,593719,165447,Swale,20/01/2016,30/03/2016,343068.0,operational,41916.624964529256,False,False,0,2,2,Medium
1925,Lightsource Renewable Energy,Oaklands Farm ,Solar Photovoltaics,6.9,Operational,Operational,Kent,South East,England,,596397,144740,Ashford,04/11/2014,30/03/2015,1040000.0,operational,24617.186062512166,False,False,0,1,1,Low
1927,Renesola UK,North East of Ainderby Steeple,Solar Photovoltaics,5.9,Operational,Operational,North Yorkshire,Yorkshire and Humber,England,,433420,492119,North Yorkshire,24/01/2017,24/03/2017,,operational,188785.38743955913,False,False,0,1,1,Low
1930,Elgin Energy EsCo,Errol Estate,Solar Photovoltaics,13.0,Operational,Operational,Tayside,Scotland,Scotland,PH2 7RA,321208,720222,Perth and Kinross,07/12/2015,19/03/2016,279000.0,operational,243404.5813770486,False,False,0,2,2,Medium
1931,INRG Solar,Grange Farm,Solar Photovoltaics,6.0,Operational,Operational,Isle of Wight,South East,England,PO33 4RW,452340,90642,Isle of Wight,01/01/2015,13/03/2015,209000.0,operational,20291.351414133158,False,False,0,1,1,Low
1938,Sirius Solar Building,Wraysbury Landfill,Solar Photovoltaics,4.8,Operational,Operational,Berkshire,South East,England,,501325,173097,Windsor and Maidenhead,06/02/2017,21/03/2017,,operational,92512.96209268716,False,False,0,1,1,Low
1940,Push Energy,Wisbridge Farm,Solar Photovoltaics,9.3,Operational,Operational,Hertfordshire,Eastern,England,SG8 8AH,536451,236258,North Hertfordshire,01/07/2014,01/10/2014,,operational,130374.56253199094,False,False,0,2,2,Medium
1942,Raybridge Corporation,Caddington Solar Farm (Phase 1),Solar Photovoltaics,3.0,Operational,Operational,Bedfordshire,Eastern,England,LU1 4EH,505923,219056,Central Bedfordshire,11/07/2014,11/12/2014,97900.0,operational,132237.14948603435,False,False,0,0,0,Low
1943,juwi Renewable Energies,Capeland Farm,Solar Photovoltaics,8.3,Operational,Operational,Devon,South West,England,EX32 7JN,266581,138617,North Devon,01/09/2014,27/02/2015,222500.0,operational,100532.2150999142,False,False,0,1,1,Low
1944,Sunsave 17 / Vogt Solar,Castle Combe Circuit,Solar Photovoltaics,12.0,Operational,Operational,Wiltshire,South West,England,SN14 7EY,385003,177211,Wiltshire,05/01/2015,31/03/2015,322600.0,operational,117454.21146748705,False,False,0,2,2,Medium
1945,Hive Energy,Castle Eaton Farm,Solar Photovoltaics,17.8,Operational,Operational,Wiltshire,South West,England,SN6 6JX,414576,194495,Swindon,,30/03/2014,,operational,129204.31230071792,False,False,0,2,2,Medium
1946,BlackRock,Chancery Farm (Ardleigh),Solar Photovoltaics,11.9,Operational,Operational,Essex,Eastern,England,CO7 7SS,606014,227776,Tendring,23/12/2015,29/03/2016,,operational,64603.13681866134,False,False,0,2,2,Medium
1947,SBC Renewables,Clapham solar farm,Solar Photovoltaics,7.5,Operational,Operational,Bedfordshire,Eastern,England,MK41 6HD,503736,254248,Bedford,01/12/2015,01/03/2016,48680.0,operational,165064.05859333026,False,False,0,1,1,Low
1949,Chelveston Renewable Energy Limited,Chelveston Airfield,Solar Photovoltaics,16.0,Operational,Operational,Bedfordshire,Eastern,England,NN9 6AU,500650,268200,Bedford,15/02/2014,28/02/2014,140000.0,operational,176855.09526735288,False,False,0,2,2,Medium
1950,ESCO NRG,Chisbon Solar Farm (Frowick Lane),Solar Photovoltaics,13.0,Operational,Operational,Essex,Eastern,England,CO16 8HJ,612862,218208,Tendring,15/11/2014,05/03/2015,310000.0,operational,54222.603925457115,False,False,0,2,2,Medium
1951,Elgin Energy EsCo,Clawdd Ddu PV,Solar Photovoltaics,13.5,Operational,Operational,Dyfed,Wales,Wales,SA18 3RE,259473,209981,Carmarthenshire,,26/03/2014,252500.0,operational,158376.90061916062,False,False,0,2,2,Medium
1952,FIM Solar Distribution,Congresbury Solar Farm,Solar Photovoltaics,7.1,Operational,Operational,Somerset,South West,England,,342667,161552,North Somerset,19/09/2015,19/12/2015,321000.0,operational,109572.64342276454,False,False,0,1,1,Low
1953,Foresight,Abergelli Glas Solar Farm,Solar Photovoltaics,7.7,Operational,Operational,Powys,Wales,Wales,SA5 7NN,265507,202009,Swansea,01/11/2014,15/03/2015,250000.0,operational,161955.63316013603,False,False,0,1,1,Low
1954,St Anthony 101 PV Park Ltd,Anthony Estate Solar Farm,Solar Photovoltaics,4.7,Operational,Operational,Cornwall,South West,England,,240035,52453,Cornwall,01/05/2015,01/07/2015,,operational,20461.526411999082,False,False,0,1,1,Low
1955,Solar century / Magnetar Solar,Aston House Solar Farm,Solar Photovoltaics,20.0,Operational,Operational,Derbyshire,East Midlands,England,DE6 5HG,417391,331610,Derbyshire Dales,01/12/2014,27/03/2015,,operational,242603.87961717776,False,False,0,2,2,Medium
1957,Quercus Renewable Holding 2,Bakers Farm (solar),Solar Photovoltaics,12.0,Operational,Operational,West Sussex,South East,England,PO20 7NE,485215,96787,Chichester,30/01/2015,20/03/2015,75000.0,operational,20492.821435105176,False,False,0,2,2,Medium
1958,Due South Energy & SunE Project6 Ltd,Balls Wood Solar Farm,Solar Photovoltaics,8.7,Operational,Operational,Devon,South West,England,,255174,51965,South Hams,15/09/2015,15/12/2015,,operational,17289.390834177764,False,False,0,2,2,Medium
1959,Lightsource Renewable Energy,Barn Farm ,Solar Photovoltaics,4.2,Operational,Operational,Essex,Eastern,England,,615682,231393,Tendring,08/05/2015,14/08/2015,72000.0,operational,57541.33174668768,False,False,0,1,1,Low
1961,NextEnergy Solar Fund (NESF),Bay Farm,Solar Photovoltaics,8.1,Operational,Operational,Suffolk,Eastern,England,IP28 6BS,570430,271632,West Suffolk,01/06/2013,01/03/2014,145000.0,operational,108267.67234303107,False,False,0,1,1,Low
1963,Susenco/Low Carbon,Berwick solar farm,Solar Photovoltaics,8.2,Operational,Operational,East Sussex,South East,England,,553171,108530,Wealden,20/10/2014,31/03/2015,1508500.0,operational,12096.356773991014,False,False,0,1,1,Low
1964,Wessex Solar Energy,Bidwell Solar Farm ,Solar Photovoltaics,5.0,Operational,Operational,Devon,South West,England,TQ9 6DU,277150,61350,South Hams,10/12/2013,01/04/2015,138000.0,operational,22617.213877224694,False,False,0,1,1,Low
1966,NextEnergy Solar Fund,Bilsham Farm,Solar Photovoltaics,14.5,Operational,Operational,West Sussex,South East,England,,496214,102475,Arun,04/08/2014,10/11/2014,151800.0,operational,24134.413004319118,False,False,0,2,2,Medium
1968,Conergy,Blackwell Grange Solar Farm,Solar Photovoltaics,5.0,Operational,Operational,Warwickshire,West Midlands,England,,422892,243330,Stratford-on-Avon,15/12/2016,15/03/2017,306000.0,operational,175782.39788677657,False,False,0,1,1,Low
1969,NextEnery Solar Fund (NESF),Blenches Mill,Solar Photovoltaics,6.1,Operational,Operational,Wiltshire,South West,England,BA13 4HZ,386848,152850,Wiltshire,,31/03/2014,,operational,93153.35639078899,False,False,0,1,1,Low
1970,Solar Securities (Group),Bobbing solar farm,Solar Photovoltaics,11.3,Operational,Operational,Kent,South East,England,ME9 8NN,587308,165542,Swale,31/01/2016,31/03/2016,153100.0,operational,46229.222201587996,False,False,0,2,2,Medium
1971,Solar Securities Group,Bodmin 2 Solar Farm,Solar Photovoltaics,5.3,Operational,Operational,Cornwall,South West,England,PL31 2PF,206175,68428,Cornwall,01/02/2015,01/03/2015,514000.0,operational,42202.7041661216,False,False,0,1,1,Low
1973,Inazin Energy/Low Carbon,Bottom Plain,Solar Photovoltaics,10.0,Operational,Operational,Dorset,South West,England,,388420,90356,Dorset,06/10/2014,04/12/2014,261800.0,operational,31375.721063970715,False,False,0,2,2,Medium
1974,Public Power Solutions,Braydon Manor Farm,Solar Photovoltaics,8.7,Operational,Operational,Wiltshire,South West,England,SN5 0AG,404515,187745,Wiltshire,24/09/2015,15/01/2016,786000.0,operational,124350.85579680413,False,False,0,2,2,Medium
1975,Core Pisces / Gower Power Co-op CIC,Brynwhilach Solar Park,Solar Photovoltaics,4.0,Operational,Operational,West Glamorgan,Wales,Wales,SA5 7PE,264728,200461,Swansea,16/01/2017,01/11/2021,246867.0,operational,160776.8335288256,False,False,0,1,1,Low
1976,Anesco,Bulls Head Farm North,Solar Photovoltaics,4.7,Operational,Operational,Northamptonshire,East Midlands,England,MK16 8LP,481460,251327,West Northamptonshire,01/07/2014,02/10/2014,230000.0,operational,171817.90490464686,False,False,0,1,1,Low
1978,NextEnery Solar Fund (NESF),Burrowton Farm,Solar Photovoltaics,5.0,Operational,Operational,Devon,South West,England,,299889,96705,East Devon,18/11/2016,18/09/2016,22517.0,operational,53365.514913790415,False,False,0,1,1,Low
1981,Thanet Solar Ltd/ Vogt Solar,Ebbsfleet Solar Farm,Solar Photovoltaics,5.0,Operational,Operational,Kent,South East,England,CT13 9NL,632795,162120,Dover,18/02/2014,15/03/2014,,operational,9489.262195297752,False,True,1,1,2,Medium
1982,Suncredit UK/ Vogt Solar,Court Colman solar park,Solar Photovoltaics,15.0,Operational,Operational,Mid Glamorgan,Wales,Wales,,287791,181659,Bridgend,01/07/2015,15/11/2015,,operational,139116.89446157668,False,False,0,2,2,Medium
1983,Equitix,Cowdown Lane,Solar Photovoltaics,40.0,Operational,Operational,Hampshire,South East,England,SP11 6LE,437820,144233,Test Valley,01/01/2016,23/03/2016,59200.0,operational,75610.18620059462,False,False,0,2,2,Medium
1984,MS Power Projects,Crannaford Solar Farm,Solar Photovoltaics,12.5,Operational,Operational,Devon,South West,England,,301013,96534,East Devon,20/01/2014,31/03/2014,116000.0,operational,52997.37802054256,False,False,0,2,2,Medium
1985,Kronos Solar,Cwmcaesingrug Farm,Solar Photovoltaics,10.0,Operational,Operational,Mid Glamorgan,Wales,Wales,NP12 2BG,319137,193566,Caerphilly,01/01/2015,02/03/2015,300700.0,operational,145260.41906705272,False,False,0,2,2,Medium
1987,Ms Power Projects Ltd,Decoy Farm House Solar Modules,Solar Photovoltaics,6.0,Operational,Operational,West Sussex,South East,England,PO20 3TR,492213,104099,Chichester,11/11/2013,31/03/2014,350000.0,operational,26443.96352699377,False,False,0,1,1,Low
1990,Lightsource Renewable Energy,Hadley Solar Farm,Solar Photovoltaics,6.6,Operational,Operational,Shropshire,West Midlands,England,SY13 3AB,351460,340636,Shropshire,21/09/2015,16/12/2015,137000.0,operational,283072.78136749886,False,False,0,1,1,Low
1991,Push Energy/ NextEnergy Solar Fund (NESF),Hall Farm Solar Farm (Newbold Verdon),Solar Photovoltaics,5.0,Operational,Operational,Leicestershire,East Midlands,England,,444216,303818,Hinckley and Bosworth,07/09/2015,08/12/2015,123000.0,operational,223174.93066429824,False,False,0,1,1,Low
1992,Solar Power South,Hammond Court Farm,Solar Photovoltaics,15.0,Operational,Operational,Avon,South West,England,,363238,182360,South Gloucestershire,12/02/2015,31/03/2015,123000.0,operational,126391.26012223597,False,False,0,2,2,Medium
1994,Private Developer,Hatch Penn Farm PV,Solar Photovoltaics,1.0,Operational,Operational,Hertfordshire,Eastern,England,SG8 8AZ,536397,237730,North Hertfordshire,,08/03/2014,75000.0,operational,131189.86961623328,False,False,0,0,0,Low
1995,Green Power,Hayford Farm - extension,Solar Photovoltaics,8.2,Operational,Operational,Shropshire,West Midlands,England,SY5 9PF,336421,310318,Shropshire,01/02/2015,26/03/2015,201500.0,operational,257078.57071816106,False,False,0,1,1,Low
1998,Hive Energy,High Penn Solar Park,Solar Photovoltaics,9.6,Operational,Operational,Wiltshire,South West,England,SN11 8TE,401072,172471,Wiltshire,,30/03/2014,141500.0,operational,109932.4684037615,False,False,0,2,2,Medium
1999,Hive Energy,Highfields Farm (Braintree),Solar Photovoltaics,2.8,Operational,Operational,Essex,Eastern,England,,587510,217512,Colchester,,28/03/2014,115000.0,operational,76637.47980264852,False,False,0,0,0,Low
2000,Hive Energy,Highfields Farm (Colchester),Solar Photovoltaics,12.2,Operational,Operational,Essex,Eastern,England,CO5 9BJ,587510,217512,Colchester,,28/03/2014,,operational,76637.47980264852,False,False,0,2,2,Medium
2001,Lightsource Renewable Energy,Hill End Farm,Solar Photovoltaics,2.8,Operational,Operational,Hampshire,South East,England,,462034,157344,Basingstoke and Deane,,29/03/2014,169974.0,operational,84206.68708234558,False,False,0,0,0,Low
2004,Lightsource Renewable Energy,Holwell Hill,Solar Photovoltaics,6.0,Operational,Operational,Somerset,South West,England,,373269,144417,Somerset,15/02/2016,15/05/2016,227400.0,operational,87269.26611551165,False,False,0,1,1,Low
2005,British Solar Renewables (formerly know as Solar Power Generation),Hook Valley Solar Park,Solar Photovoltaics,17.0,Operational,Operational,Somerset,South West,England,,369613,127790,Somerset,,31/03/2014,227400.0,operational,71557.3139364181,False,False,0,2,2,Medium
2006,Eco Energy World,Partridge Farm,Solar Photovoltaics,10.6,Operational,Operational,Kent,South East,England,,608480,137870,Ashford,07/12/2015,24/03/2016,132000.0,operational,11471.70524692347,False,False,0,2,2,Medium
2007,United Photovoltaics,Aspatria,Solar Photovoltaics,19.0,Operational,Operational,Cumbria,North West,England,CA7 3JU,314932,543374,Cumberland,01/12/2014,30/03/2015,139000.0,operational,291644.8610263439,False,False,0,2,2,Medium
2008,British Solar Renewables (formerly Solar Power Generation),Penare Farm Solar Farm,Solar Photovoltaics,11.0,Operational,Operational,Cornwall,South West,England,TR4 9DG,181089,49385,Cornwall,,18/03/2014,223000.0,operational,27923.78697572429,False,False,0,2,2,Medium
2009,First Solar Project Ltd,Pencoose Farm,Solar Photovoltaics,8.5,Operational,Operational,Cornwall,South West,England,TR3 7DN,173927,37998,Cornwall,01/01/2015,27/03/2015,252500.0,operational,16973.62181985157,False,False,0,1,1,Low
2010,Elgin Energy EsCo,Pensipple Farm,Solar Photovoltaics,5.0,Operational,Operational,Cornwall,South West,England,PL14 4SP,225875,59256,Cornwall,,31/03/2014,254000.0,operational,29673.948918529673,False,False,0,1,1,Low
2011,BayWa/ SunGift,Pingewood Road South,Solar Photovoltaics,15.8,Operational,Operational,Berkshire,South East,England,,468636,169185,West Berkshire,01/12/2014,30/03/2015,127000.0,operational,94685.07028153716,False,False,0,2,2,Medium
